outcome	ID	subj_num	block	x_t	b_t	delta_t	a_t	e_t	mu_t	c_t	tac	r_t	kappa_t	v_t	RT	initRT	initTend	new_block
158	10010	10	1	158	223.830860672093	-65.8308606720926	NaN	-54.8308606720926	169	1	0	0	16	0	2.26732390001416	1.70640760008246	201.801409486352	1
165	10010	10	1	165	160.559965171824	4.44003482817617	-63.2708955002688	8.44003482817618	169	0	1	1	16	0	1.26874840026721	0.341209100093693	7.1250163489018	0
173	10010	10	1	173	162.504242122814	10.4957578771864	1.94427695098973	6.49575787718644	169	0	2	1	16	0	1.25614379998296	0.443425500299782	110.556045219583	0
156	10010	10	1	156	169.45396598691	-13.4539659869098	6.94972386409625	-0.45396598690981	169	0	3	1	16	0	1.06903629982844	0.405615899711847	139.398705354996	0
163	10010	10	1	163	160.575740441115	2.42425955888511	-8.8782255457949	8.42425955888509	169	0	4	1	16	0	0.866980699822307	0.121538400184363	161.565051177078	0
157	10010	10	1	157	157.363666015473	-0.363666015473472	-3.21207442564143	11.6363339845265	169	0	5	1	16	0	1.49533180007711	0.349684000015259	156.801409486352	0
165	10010	10	1	165	90	75	-67.3636660154735	79	169	0	6	0	16	0	0.332998299971223	NaN	NaN	0
295	10010	10	1	295	162.897271030948	132.102728969052	72.8972710309476	114.102728969052	277	1	0	0	16	0	0.767094899900258	0.303050700109452	199.290046219189	0
233	10010	10	1	233	294.559891043701	-61.5598910437011	131.662620012753	-17.5598910437011	277	0	1	0	16	0	0.920309800188988	0.0582771999761462	308.65980825409	0
252	10010	10	1	252	230.7105931375	21.2894068625004	-63.8492979062015	46.2894068625004	277	0	2	0	16	0	1.03600429976359	0.304704399779439	159.443954780417	0
273	10010	10	1	273	246.562013472031	26.4379865279685	15.8514203345319	30.4379865279685	277	0	3	0	16	0	1.54969630017877	0.486846300307661	277.431407971173	0
272	10010	10	1	272	267.838920511774	4.1610794882264	21.2769070397421	9.1610794882264	277	0	4	1	16	0	1.04815400019288	0.535851400345564	296.565051177078	0
284	10010	10	1	284	271.744509841589	12.2554901584111	3.90558932981523	5.25549015841117	277	0	5	1	16	0	1.1227579000406	0.441995500121266	275.7105931375	0
277	10010	10	1	277	280.1542665802	-3.15426658020018	8.40975673861135	-3.15426658020018	277	0	6	1	16	0	1.16826470009983	0.470740099903196	312.510447078001	0
269	10010	10	1	269	274.506606883768	-5.50660688376829	-5.6476596964319	2.49339311623172	277	0	7	1	16	0	1.58755060005933	0.624008200131357	270	0
276	10010	10	1	276	260.581717583081	15.4182824169192	-13.9248893006875	16.4182824169192	277	0	8	0	16	0	1.07252250006422	0.327967799734324	252.645975363739	0
306	10010	10	1	306	272.663000766067	33.3369992339328	12.0812831829863	4.33699923393285	277	0	9	0	16	0	0.970018499996513	0.489427600055933	295.346175941947	0
261	10010	10	1	261	309.925269621842	-48.9252696218425	37.2622688557753	-32.9252696218424	277	0	10	0	16	0	1.03412889968604	0.0865764999762177	79.3803447238449	0
260	10010	10	1	260	259.721280195868	0.278719804132292	-50.2039894259747	17.2787198041323	277	0	11	1	16	0	1.02892749989405	0.116298799868673	225	0
271	10010	10	1	271	260.537677791974	10.4623222080256	0.816397596106658	16.4623222080256	277	0	12	1	16	0	1.12208769982681	0.475622800178826	255.379126011368	0
294	10010	10	1	294	268.108845298315	25.8911547016853	7.57116750634028	8.89115470168536	277	0	13	0	16	0	1.02897949982435	0.317987699992955	315	0
299	10010	10	1	299	289.798876354525	9.20112364547508	21.6900310562103	-12.7988763545249	277	0	14	1	16	0	1.55845890007913	0.344136400148273	350.537677791974	0
292	10010	10	1	292	288.041169596835	3.95883040316484	-1.75770675768978	-11.0411695968351	277	0	15	1	16	0	1.29185150004923	0.596665199846029	281.888658039628	0
231	10010	10	1	231	284.108313592826	-53.1083135928259	-3.93285600400929	-46.1083135928259	238	1	0	0	16	0	1.55339300027117	0.871662000194192	263.65980825409	0
206	10010	10	1	206	228.254116141694	-22.2541161416938	-55.8541974511321	9.7458838583062	238	0	1	0	16	0	1.26386529998854	0.384038100019097	203.498565675952	0
247	10010	10	1	247	207.194649785488	39.8053502145117	-21.0594663562055	30.8053502145117	238	0	2	0	16	0	1.44885359983891	0.220390699803829	217.568592028827	0
226	10010	10	1	226	244.560703532524	-18.5607035325243	37.3660537470361	-6.56070353252434	238	0	3	0	16	0	1.35660419985652	0.443645399995148	289.290046219189	0
255	10010	10	1	255	223.736327448342	31.2636725516583	-20.8243760841826	14.2636725516583	238	0	4	0	16	0	1.35014910018072	0.471097799949348	148.392497753751	0
251	10010	10	1	251	251.64114114498	-0.641141144979779	27.9048136966381	-13.6411411449798	238	0	5	1	16	0	1.34994440013543	0.438018599990755	270	0
236	10010	10	1	236	238.14724237527	-2.14724237526948	-13.4938987697103	-0.147242375269499	238	0	6	1	16	1	1.84238600032404	1.00850240001455	212.735226272108	0
254	10010	10	1	254	237.528807709151	16.4711922908485	-0.618434666117996	0.471192290848493	238	0	7	0	16	1	1.12678530020639	0.460505000315607	219.805571092265	0
241	10010	10	1	241	253.349894501397	-12.349894501397	15.8210867922455	-15.349894501397	238	0	8	1	16	0	1.71378740016371	0.533125500194728	261.573030978519	0
228	10010	10	1	228	238.205927981668	-10.2059279816685	-15.1439665197285	-0.205927981668471	238	0	9	1	16	0	1.62630650028586	0.333010099828243	350.537677791974	0
224	10010	10	1	224	237.724355685422	-13.7243556854224	-0.481572296246102	0.275644314577627	238	0	10	1	16	1	1.38044199999422	0.462962100282311	253.300755766006	0
224	10010	10	1	224	222.028836738049	1.97116326195061	-15.695518947373	15.9711632619506	238	0	11	1	16	0	1.36960500013083	0.470865800045431	243.434948822922	0
262	10010	10	1	262	237.037202320366	24.9627976796342	15.0083655823164	0.962797679634234	238	0	12	0	16	1	1.37864879984409	0.528518099803478	252.34987578007	0
223	10010	10	1	223	254.054604099077	-31.0546040990771	17.0174017787114	-16.0546040990771	238	0	13	0	16	0	1.27469469979405	0.479203999973834	263.990994042505	0
253	10010	10	1	253	219.001104467584	33.9988955324163	-35.0534996314934	18.9988955324163	238	0	14	0	16	0	2.41245950013399	0.514053999911994	220.601294645004	0
263	10010	10	1	263	251.97724391848	11.0227560815197	32.9761394508966	-13.9772439184803	238	0	15	1	16	0	1.4689227999188	0.572460599709302	240.255118703058	0
230	10010	10	1	230	257.529538278331	-27.5295382783311	5.55229435985078	-19.5295382783311	238	0	16	0	16	0	1.26454680040479	0.602038300130516	242.24145939894	0
239	10010	10	1	239	230.123165537128	8.87683446287182	-27.406372741203	7.87683446287184	238	0	17	1	16	0	1.07288910029456	0.375791200436652	225	0
253	10010	10	1	253	231.207767221662	21.792232778338	1.08460168453387	6.79223277833797	238	0	18	0	16	0	1.75603379961103	0.041590899694711	77.4711922908485	0
213	10010	10	1	213	255.770408178787	-42.7704081787866	24.5626409571246	-17.7704081787866	238	0	19	0	16	0	0.998930000234395	0.369657599832863	270	0
