outcome	ID	subj_num	block	x_t	b_t	delta_t	a_t	e_t	mu_t	c_t	tac	r_t	kappa_t	v_t	RT	initRT	initTend	new_block
270	10004	4	1	270	276.851530218235	-6.85153021823493	NaN	-4.8515302182349	272	1	0	1	16	0	1.97272019999946	1.49457149999944	276.009005957495	1
254	10004	4	1	254	272.111330625576	-18.111330625576	-4.74019959265892	-0.111330625575983	272	0	1	0	16	0	1.98377189999883	0.0357392999994772	244.798876354525	0
273	10004	4	1	273	254.659109235995	18.3408907640049	-17.4522213895809	17.340890764005	272	0	2	0	16	0	1.22103319999951	0.292104300000574	184.763641690726	0
285	10004	4	1	285	264.111391253954	20.8886087460456	9.45228201795928	7.88860874604567	272	0	3	0	16	0	0.774040799999057	0.00849439999910828	254.760989190674	0
288	10004	4	1	288	279.540381804843	8.45961819515731	15.4289905508883	-7.54038180484266	272	0	4	1	16	0	1.36821749999945	0.355264800000441	281.30993247402	0
92	10004	4	1	92	285.619392138711	166.380607861289	6.07901033386805	166.380607861289	92	1	0	0	16	0	1.25298699999985	0.439982100000634	299.744881296942	0
93	10004	4	1	93	285.8736416748	167.1263583252	0.254249536088923	166.1263583252	92	0	1	0	16	0	1.77246350000132	0.358297100001437	244.798876354525	0
94	10004	4	1	94	91.4796357708968	2.5203642291032	165.605994096097	0.520364229103198	92	0	2	1	16	0	1.02713310000036	0.147311800001262	90	0
81	10004	4	1	81	93.6641843207407	-12.6641843207407	2.18454854984391	-1.66418432074071	92	0	3	1	16	0	1.43530480000118	0.324121100000411	96.0090059574945	0
89	10004	4	1	89	82.3867782340334	6.61322176596661	-11.2774060867073	9.61322176596661	92	0	4	1	16	0	1.40876150000076	0.394644899999548	56.3099324740202	0
105	10004	4	1	105	89.4093427853533	15.5906572146467	7.02256455131992	2.59065721464669	92	0	5	0	16	0	1.87892709999869	0.33149069999854	81.4692343900518	0
91	10004	4	1	91	107.327921777241	-16.3279217772412	17.9185789918879	-15.3279217772412	92	0	6	0	16	0	2.19925049999983	0.268977800000357	102.528807709152	0
121	10004	4	1	121	93.2122097601092	27.7877902398908	-14.115712017132	22.7877902398908	116	1	0	0	16	0	1.16935329999978	0.289683299999524	15.5241109967542	0
119	10004	4	1	119	93.5894967408382	25.4105032591618	0.377286980728967	22.4105032591618	116	0	1	0	16	0	1.70730249999906	0.22860959999889	129.093858886229	0
131	10004	4	1	131	108.579270380445	22.4207296195553	14.9897736396065	7.42072961955532	116	0	2	0	16	0	0.888821599999574	0.275998999999501	145.491477012332	0
133	10004	4	1	133	124.143586651938	8.85641334806225	15.5643162714931	-8.14358665193774	116	0	3	1	16	0	0.920720800000709	0.324635000000853	98.5307656099481	0
131	10004	4	1	131	134.432733590142	-3.43273359014206	10.2891469382043	-18.432733590142	116	0	4	1	16	0	1.53736390000086	0.0403813000011723	121.607502246249	0
131	10004	4	1	131	132.171215107732	-1.17121510773235	-2.2615184824097	-16.1712151077323	116	0	5	1	16	0	1.46931969999969	0.124084499999299	90	0
104	10004	4	1	104	132.121630500266	-28.1216305002659	-0.0495846074664103	-16.1216305002659	116	0	6	0	16	0	0.870694399998683	0.0405919999993785	130.914383220025	0
109	10004	4	1	109	130.446232020841	-21.4462320208414	-1.67539847942457	-14.4462320208414	116	0	7	0	16	0	1.19224100000065	0.396702000000005	74.4758890032458	0
141	10004	4	1	141	111.438454652229	29.561545347771	-19.0077773686124	4.56154534777102	116	0	8	0	16	0	1.07017530000121	0.306372400000328	75.9637565320735	0
91	10004	4	1	91	111.801409486352	-20.8014094863518	0.362954834122821	4.1985905136482	116	0	9	0	16	0	0.964728799999648	0.316895399999339	151.389540334035	0
97	10004	4	1	97	111.080397079923	-14.0803970799225	-0.721012406429269	4.91960292007746	116	0	10	1	16	0	1.59204460000001	0.312132500001098	99.8658069430844	0
214	10004	4	1	214	106.389540334035	107.610459665965	-4.69085674588776	114.610459665965	221	1	0	0	16	0	0.759904099999403	0.0804762999996456	105.945395900923	0
235	10004	4	1	235	214.810076937537	20.1899230624633	108.420536603502	6.18992306246332	221	0	1	0	16	0	2.51916580000034	0.0367784000009124	131.63353933657	0
230	10004	4	1	230	220.943262138705	9.05673786129489	6.13318520116843	0.0567378612948897	221	0	2	1	16	1	1.78220789999978	0.397737499999494	222.510447078001	0
229	10004	4	1	229	231.534809813703	-2.53480981370257	10.5915476749975	-10.5348098137026	221	0	3	1	16	0	3.0091293000005	0.210511900000711	126.253837737445	0
209	10004	4	1	209	229.66054548258	-20.6605454825803	-1.87426433112225	-8.66054548258034	221	0	4	0	16	0	0.962621999999101	0.00619940000069619	232.594643368591	0
219	10004	4	1	219	209.494955817688	9.50504418231231	-20.1655896648926	11.5050441823123	221	0	5	1	16	0	1.50909139999931	0.365248899999642	172.568592028827	0
216	10004	4	1	216	218.459614171803	-2.45961417180341	8.96465835411571	2.54038582819658	221	0	6	1	16	0	1.09948819999954	0.173247499998979	165.068582821862	0
90	10004	4	1	90	215.150985488883	-125.150985488883	-3.30862868292045	-117.150985488883	98	1	0	0	16	0	1.15003520000027	0.0128779000006034	197.354024636261	0
114	10004	4	1	114	214.397386894524	-100.397386894524	-0.753598594358882	-116.397386894524	98	0	1	0	16	0	1.34658300000046	0.00610779999988154	128.904138455404	0
77	10004	4	1	77	114.443954780417	-37.4439547804165	-99.9534321141076	-16.4439547804165	98	0	2	0	16	0	1.28675199999998	0.340809700001046	90	0
88	10004	4	1	88	92.5113632671631	-4.51136326716308	-21.9325915132535	5.48863673283692	98	0	3	1	16	0	0.89012079999884	0.0623220999987097	86.8201698801358	0
104	10004	4	1	104	92.7524854002687	11.2475145997313	0.241122133105609	5.24751459973132	98	0	4	1	16	0	1.16539770000054	0.119346400000722	102.094757077012	0
109	10004	4	1	109	102.835609486401	6.16439051359856	10.0831240861328	-4.83560948640145	98	0	5	1	16	0	1.14022840000143	0.327382800000123	115.0168934781	0
121	10004	4	1	121	111.447736327105	9.55226367289465	8.61212684070391	-13.4477363271054	98	0	6	1	16	0	0.856383999998798	0.110689699999057	111.250505507133	0
112	10004	4	1	112	125.873093638117	-13.8730936381169	14.4253573110115	-27.8730936381169	98	0	7	1	16	0	1.00649700000031	0.0253037000002223	111.250505507133	0
99	10004	4	1	99	114.486680931716	-15.486680931716	-11.3864127064009	-16.486680931716	98	0	8	0	16	0	1.07416790000025	0.0794409999998607	82.8749836510982	0
