outcome	ID	subj_num	block	x_t	b_t	delta_t	a_t	e_t	mu_t	c_t	tac	r_t	kappa_t	v_t	RT	initRT	initTend	new_block
56	10030	30	1	56	48.0127875041833	7.98721249581668	NaN	7.98721249581668	56	1	0	1	16	0	6.88006670004688	0.57778299995698	304.508522987668	1
53	10030	30	1	53	32.7684990787698	20.2315009212302	-15.2442884254135	23.2315009212302	56	0	1	0	16	0	4.63666679989547	3.42299019987695	38.6598082540901	0
83	10030	30	1	83	72.8972710309476	10.1027289690523	40.1287719521778	-16.8972710309476	56	0	2	1	16	0	3.02285259985365	0.959350500022992	135	0
51	10030	30	1	51	95.8263420295558	-44.8263420295558	22.9290709986081	-39.8263420295558	56	0	3	0	16	0	5.27504360000603	0.858467199839652	161.565051177078	0
51	10030	30	1	51	37.4988679628338	13.5011320371662	-58.327474066722	18.5011320371662	56	0	4	1	16	0	4.48508380004205	1.51897420012392	315	0
62	10030	30	1	62	24.2888021783813	37.7111978216187	-13.2100657844525	31.7111978216187	56	0	5	0	16	0	5.45634820009582	1.08901520003565	296.565051177078	0
71	10030	30	1	71	82.1394523824652	-11.1394523824652	57.8506502040839	-26.1394523824651	56	0	6	1	16	0	3.82223800010979	0.0165446000173688	294.443954780417	0
61	10030	30	1	61	99.6537860885365	-38.6537860885365	17.5143337060714	-43.6537860885365	56	0	7	0	16	0	5.04658359987661	1.51444219984114	176.18592516571	0
73	10030	30	1	73	84.2454346688978	-11.2454346688978	-15.4083514196387	-28.2454346688978	56	0	8	1	16	0	4.9591020999942	1.2788907000795	215.537677791974	0
57	10030	30	1	57	67.4468614730892	-10.4468614730892	-16.7985731958086	-11.4468614730892	56	0	9	1	16	0	2.57856639986858	0.781832000007853	36.869897645844	0
64	10030	30	1	64	72.6459753637387	-8.64597536373867	5.19911389064948	-16.6459753637387	56	0	10	1	16	0	4.64395549986511	1.19596459995955	145.304846468766	0
49	10030	30	1	49	52.6333305872313	-3.63333058723128	-20.0126447765074	3.36666941276873	56	0	11	1	16	0	3.70539660006762	1.20762909995392	310.236358309274	0
68	10030	30	1	68	71.0378042854106	-3.03780428541062	18.4044736981793	-15.0378042854106	56	0	12	1	16	0	1.75230479985476	0.589140299940482	128.157226587369	0
72	10030	30	1	72	40.1433960660568	31.8566039339432	-30.8944082193538	15.8566039339432	56	0	13	0	16	0	2.66156869987026	0.679715799866244	104.036243467926	0
58	10030	30	1	58	55.3437262046078	2.65627379539223	15.200330138551	0.656273795392222	56	0	14	1	16	0	7.07331830007024	0.155961600132287	208.072486935853	0
62	10030	30	1	62	83.4969440551183	-21.4969440551183	28.1532178505105	-27.4969440551183	56	0	15	0	16	0	2.51871489989571	1.03943350003101	149.036243467926	0
73	10030	30	1	73	59.2847058285571	13.7152941714429	-24.2122382265612	-3.28470582855714	56	0	16	1	16	0	1.55008550011553	0.436719400109723	340.559965171824	0
64	10030	30	1	64	56.7174347032034	7.28256529679663	-2.56727112535378	-0.717434703203365	56	0	17	1	16	0	4.44036910007708	0.541700599947944	161.565051177078	0
46	10030	30	1	46	85.0481112044832	-39.0481112044832	28.3306765012799	-29.0481112044832	56	0	18	0	16	0	1.91781039978378	0.0155594998504966	257.471192290848	0
29	10030	30	1	29	59.67639313745	-30.67639313745	-25.3717180670332	-3.67639313745002	56	0	19	0	16	0	2.4183339998126	0.269459699979052	310.236358309274	0
163	10030	30	1	163	10.4441954753559	152.555804524644	-49.2321976620942	147.555804524644	158	1	0	0	16	0	2.02843019994907	0.0297699000220746	305.217592968193	0
153	10030	30	1	153	141.262061185911	11.737938814089	130.817865710555	16.737938814089	158	0	1	1	16	0	6.49145320011303	0.0219947001896799	155.556045219583	0
140	10030	30	1	140	159.443954780417	-19.4439547804165	18.1818935945055	-1.44395478041654	158	0	2	0	16	1	2.57061109994538	1.22075099986978	208.072486935853	0
141	10030	30	1	141	161.262701585101	-20.2627015851013	1.81874680468476	-3.2627015851013	158	0	3	0	16	0	7.46174230007455	3.16156659997068	63.434948822922	0
169	10030	30	1	169	132.328135406727	36.6718645932726	-28.9345661783739	25.6718645932726	158	0	4	0	16	0	3.1412519000005	1.04454819997773	59.0362434679265	0
167	10030	30	1	167	156.512404222346	10.4875957776536	24.184268815619	1.4875957776536	158	0	5	1	16	0	1.75406729988754	0.673847500002012	180	0
172	10030	30	1	172	189.226344219776	-17.2263442197762	32.7139399974298	-31.2263442197762	158	0	6	0	16	0	1.91903470014222	0.538335900055245	277.594643368591	0
159	10030	30	1	159	161.485140797214	-2.4851407972136	-27.7412034225626	-3.48514079721362	158	0	7	1	16	1	6.47981630009599	0.706959099974483	93.1798301198642	0
161	10030	30	1	161	149.6678249037	11.3321750962999	-11.8173158935136	8.33217509629993	158	0	8	1	16	0	5.50653319992125	0.806750699877739	162.645975363739	0
91	10030	30	1	91	168.427966062812	-77.4279660628117	18.7601411591116	-98.4279660628117	70	1	0	0	16	0	3.15120910014957	1.1713396999985	235.304846468766	0
76	10030	30	1	76	72.8972710309476	3.10272896905235	-95.530695031864	-2.89727103094766	70	0	1	1	16	0	2.50426140008494	0.0155240001622587	34.4389893088036	0
72	10030	30	1	72	51.6869093261823	20.3130906738177	-21.2103617047653	18.3130906738177	70	0	2	0	16	0	1.94769409997389	0.500887899892405	349.380344723845	0
100	10030	30	1	100	68.7026459509663	31.2973540490337	17.0157366247839	1.29735404903374	70	0	3	0	16	0	1.85683419997804	0.00478739989921451	81.869897645844	0
63	10030	30	1	63	66.2465384795474	-3.24653847954745	-2.45610747141881	3.75346152045255	70	0	4	1	16	0	2.23547700000927	0.0547591999638826	238.392497753751	0
90	10030	30	1	90	109.394149269769	-19.3941492697695	43.147610790222	-36.3941492697694	73	1	0	0	16	0	2.3295859999489	0.748851099982858	141.34019174591	0
76	10030	30	1	76	59.2067661177604	16.7932338822396	-50.1873831520091	13.7932338822396	73	0	1	0	16	0	2.09143959986977	0.0603740999940783	270	0
55	10030	30	1	55	94.8584629190343	-39.8584629190343	35.6516968012739	-21.8584629190343	73	0	2	0	16	0	1.4666132000275	0.0842744999099523	129.559667968994	0
