outcome	ID	subj_num	block	x_t	b_t	delta_t	a_t	e_t	mu_t	c_t	tac	r_t	kappa_t	v_t	RT	initRT	initTend	new_block
65	20007	47	1	65	212.404543488595	-147.404543488595	NaN	-161.404543488595	51	1	0	0	16	0	4.91756450000685	0.818260000029113	225	1
35	20007	47	1	35	71.7481041629214	-36.7481041629214	-140.656439325674	-20.7481041629214	51	0	1	0	16	0	2.9577046999475	0.492641199962236	72.6459753637387	0
30	20007	47	1	30	32.130825327331	-2.13082532733103	-39.6172788355904	18.869174672669	51	0	2	1	16	0	1.63052060001064	0.600925899983849	56.3099324740202	0
37	20007	47	1	37	11.709001101864	25.290998898136	-20.421824225467	39.290998898136	51	0	3	0	16	0	1.58788669999922	0.673276899964549	12.2647737278924	0
68	20007	47	1	68	35.8771037946215	32.1228962053785	24.1681026927575	15.1228962053785	51	0	4	0	16	0	1.1695532000158	0.389477499993518	84.5596679689945	0
24	20007	47	1	24	73.6591943688533	-49.6591943688533	37.7820905742318	-22.6591943688533	51	0	5	0	16	0	1.51569060003385	0.469326000020374	109.798876354525	0
67	20007	47	1	67	23.6961365463688	43.3038634536312	-49.9630578224845	10.3038634536312	34	1	0	0	16	0	1.40677309996681	0.0593998999684118	233.615648184164	0
20	20007	47	1	20	44.7916526291938	-24.7916526291938	21.095516082825	-10.7916526291938	34	0	1	0	16	0	1.51687809999567	0.437420200032648	74.0546040990772	0
13	20007	47	1	13	36.869897645844	-23.8698976458441	-7.92175498334973	-2.86989764584404	34	0	2	0	16	0	0.953731799963862	0.307314899982885	40.2363583092738	0
27	20007	47	1	27	27.0894830256057	-0.0894830256057203	-9.78041462023833	6.91051697439429	34	0	3	1	16	1	4.35555909998948	0.835991500003729	330.642246457209	0
264	20007	47	1	264	31.6075022462489	-127.607502246249	4.51801922064317	-121.607502246249	270	1	0	0	16	0	2.5074261999689	1.14276169997174	293.198590513648	0
272	20007	47	1	272	263.97600691768	8.02399308231968	-127.631495328569	6.02399308231965	270	0	1	1	16	0	2.11937879998004	0.673189499997534	288.434948822922	0
274	20007	47	1	274	284.913495446	-10.9134954459998	20.9374885283194	-14.9134954459998	270	0	2	1	16	0	1.82377929997165	0.494375499954913	12.5288077091515	0
280	20007	47	1	280	278.545281895301	1.45471810469917	-6.36821355069894	-8.54528189530082	270	0	3	1	16	0	1.65869880001992	0.679683900030795	180	0
261	20007	47	1	261	279.180541957626	-18.1805419576262	0.635260062325332	-9.18054195762615	270	0	4	0	16	0	1.68996930000139	0.577005899976939	360	0
287	20007	47	1	287	258.96579099675	28.0342090032502	-20.2147509608764	11.0342090032502	270	0	5	0	16	0	1.74546179996105	0.350452199985739	176.820169880136	0
263	20007	47	1	263	291.118723982391	-28.1187239823909	32.1529329856412	-21.118723982391	270	0	6	0	16	0	1.59590149996802	0.416078799986281	340.709953780811	0
271	20007	47	1	271	279.509479217553	-8.50947921755292	-11.6092447648381	-9.50947921755291	270	0	7	1	16	0	1.53602439997485	0.456865500018466	302.735226272108	0
270	20007	47	1	270	276.761238510037	-6.76123851003715	-2.74824070751576	-6.76123851003715	270	0	8	1	16	0	1.67061610001838	0.857695700018667	282.994616791917	0
252	20007	47	1	252	271.735704588928	-19.7357045889284	-5.02553392110875	-1.7357045889284	270	0	9	0	16	0	1.10850969998864	0.37877309997566	270	0
269	20007	47	1	269	259.256212929019	9.74378707098081	-12.4794916599092	10.7437870709808	270	0	10	1	16	0	1.16899629996624	0.439621999976225	196.389540334035	0
148	20007	47	1	148	265.578710578569	-117.578710578569	6.32249764955017	-106.578710578569	159	1	0	0	16	0	1.43340759997955	0.489088999980595	283.240519915187	0
146	20007	47	1	146	156.064639706876	-10.0646397068761	-109.514070871693	2.93536029312391	159	0	1	1	16	0	1.96237019996624	0.500430399959441	115.346175941947	0
164	20007	47	1	164	151.049004792533	12.9509952074668	-5.0156349143429	7.9509952074668	159	0	2	1	16	0	2.10156989999814	0.955032899975777	63.434948822922	0
156	20007	47	1	156	162.875510386527	-6.8755103865275	11.8265055939943	-3.87551038652748	159	0	3	1	16	0	1.58324070001254	0.707400000013877	241.927513064147	0
129	20007	47	1	129	154.025606037569	-25.0256060375687	-8.84990434895882	4.97439396243134	159	0	4	0	16	0	2.21916410000995	0.504129100008868	270	0
176	20007	47	1	176	128.240918873029	47.7590811269705	-25.7846871645392	30.7590811269705	159	0	5	0	16	0	1.24477230000775	0.414978399989195	97.7651660184253	0
131	20007	47	1	131	159.814196990535	-28.8141969905352	31.5732781175057	-0.814196990535158	159	0	6	0	16	0	1.89651980000781	0.414987900003325	132.709389957361	0
153	20007	47	1	153	142.001267557495	10.9987324425047	-17.8129294330398	16.9987324425047	159	0	7	1	16	0	1.70121350005502	0.403248000016902	76.6075022462489	0
165	20007	47	1	165	150.865707802774	14.1342921972262	8.86444024527846	8.1342921972262	159	0	8	1	16	0	1.77081410004757	0.423555700050201	142.431407971173	0
159	20007	47	1	159	161.933507702416	-2.93350770241568	11.0677998996419	-2.93350770241568	159	0	9	1	16	0	2.05883130000439	0.847584699979052	216.869897645844	0
165	20007	47	1	165	166.742761153419	-1.74276115341889	4.80925345100319	-7.74276115341887	159	0	10	1	16	0	1.50612580002053	0.394071699993219	250.559965171824	0
150	20007	47	1	150	169.147509139747	-19.1475091397466	2.40474798632774	-10.1475091397466	159	0	11	0	16	0	1.4200444999733	0.573648999969009	119.744881296942	0
136	20007	47	1	136	162.245087842521	-26.2450878425207	-6.9024212972259	-3.24508784252071	159	0	12	0	16	0	1.7518085000338	0.406536200025585	96.7098368077569	0
130	20007	47	1	130	141.108038318183	-11.1080383181826	-21.1370495243381	17.8919616818174	159	0	13	1	16	0	1.35771830001613	0.328555499960203	73.6104596659652	0
179	20007	47	1	179	129.767727121868	49.2322728781318	-11.3403111963144	29.2322728781318	159	0	14	0	16	0	1.12275340000633	0.324930000002496	87.7093899573615	0
181	20007	47	1	181	156.655989038422	24.3440109615775	26.8882619165543	2.34401096157751	159	0	15	0	16	0	1.55969300004654	0.362755800015293	180	0
199	20007	47	1	199	183.873489724345	15.1265102756554	27.2175006859221	9.1265102756554	193	1	0	0	16	0	1.4545101999538	0.4413588999887	197.354024636261	0
198	20007	47	1	198	212.876261752211	-14.8762617522106	29.002772027866	-19.8762617522106	193	0	1	0	16	0	1.73470000002999	0.389362799993251	246.801409486352	0
196	20007	47	1	196	188.013251844142	7.9867481558584	-24.863009908069	4.98674815585841	193	0	2	1	16	0	1.79527349997079	0.381434399983846	137.489552921999	0
179	20007	47	1	179	202.109448343752	-23.1094483437517	14.0961964996101	-9.1094483437517	193	0	3	0	16	0	1.66131920000771	0.480251800036058	258.111341960372	0
207	20007	47	1	207	182.290610042639	24.7093899573615	-19.8188383011132	10.7093899573615	193	0	4	0	16	0	1.62988289998611	0.298397499951534	97.7651660184253	0
200	20007	47	1	200	204.489140717037	-4.48914071703686	22.1985306743983	-11.4891407170369	193	0	5	1	16	0	1.6976607000106	0.383654000004753	270	0
194	20007	47	1	194	192.113842945564	1.88615705443565	-12.3752977714725	0.886157054435667	193	0	6	1	16	0	2.00078679999569	0.637547000020277	203.629377730657	0
207	20007	47	1	207	194.229591821213	12.7704081787866	2.11574887564909	-1.22959182121343	193	0	7	1	16	1	2.48220609995769	0.531288400001358	202.38013505196	0
191	20007	47	1	191	205.548824635407	-14.5488246354071	11.3192328141937	-12.5488246354071	193	0	8	0	16	0	1.89688089996343	0.584414999990258	216.869897645844	0
177	20007	47	1	177	191.540497746609	-14.5404977466093	-14.0083268887978	1.45950225339067	193	0	9	0	16	0	1.70345680002356	0.456562099978328	147.264773727892	0
211	20007	47	1	211	184.267893300291	26.7321066997091	-7.27260444631848	8.73210669970915	193	0	10	0	16	0	1.63286159996642	0.386261699954048	120.46554491946	0
193	20007	47	1	193	200.623531383325	-7.62353138332526	16.3556380830344	-7.62353138332526	193	0	11	1	16	1	1.74793589999899	0.396190600004047	280.619655276155	0
269	20007	47	2	269	74.6749800146083	-165.674980014608	-125.948551368717	-155.674980014608	279	1	0	0	16	0	5.67235409998102	2.37227639998309	200.323136829663	1
281	20007	47	2	281	285.743934777893	-4.74393477789293	-148.931045236715	-6.74393477789296	279	0	1	1	16	0	2.25949879997643	1.0956845000037	270	0
293	20007	47	2	293	300.493358402476	-7.49335840247567	14.7494236245827	-21.4933584024757	279	0	2	1	16	0	1.6129439000506	0.598127900040708	32.0053832080835	0
301	20007	47	2	301	318.895848013088	-17.8958480130875	18.4024896106119	-39.8958480130875	279	0	3	0	16	0	1.89300909999292	0.528655399975833	45	0
258	20007	47	2	258	319.923437376696	-61.9234373766963	1.02758936360874	-40.9234373766963	279	0	4	0	16	0	2.01627520000329	0.451859399967361	75.0685828218624	0
281	20007	47	2	281	277.418650060113	3.58134993988658	-42.5047873165828	1.58134993988655	279	0	5	1	16	0	2.42303880001418	0.94318669999484	190.007979801441	0
253	20007	47	2	253	298.657117456558	-45.6571174565581	21.2384673964447	-19.6571174565581	279	0	6	0	16	0	1.47787450003671	0.550518400035799	7.1250163489018	0
301	20007	47	2	301	246.240071018173	54.7599289818268	-52.4170464383849	32.7599289818268	279	0	7	0	16	0	1.94730010000058	0.349920900014695	180	0
301	20007	47	2	301	277.196235429081	23.8037645709186	30.9561644109082	1.80376457091864	279	0	8	0	16	0	1.45523670001421	0.775862900016364	284.931417178138	0
272	20007	47	2	272	296.819132790969	-24.8191327909692	19.6228973618879	-17.8191327909692	279	0	9	0	16	0	1.25547979999101	0.375851800024975	356.423665625003	0
274	20007	47	2	274	278.545281895301	-4.54528189530081	-18.2738508956684	0.454718104699181	279	0	10	1	16	0	1.26680300000589	0.353807499981485	180	0
291	20007	47	2	291	280.823011226207	10.1769887737929	2.2777293309063	-1.82301122620712	279	0	11	1	16	0	1.04667389998212	0.36822950001806	282.339087278326	0
262	20007	47	2	262	294.559891043701	-32.5598910437011	13.736879817494	-15.5598910437011	279	0	12	0	16	0	1.24826700001722	0.441348999971524	342.645975363739	0
279	20007	47	2	279	275.426812498573	3.57318750142716	-19.1330785451283	3.57318750142716	279	0	13	1	16	0	1.29919290001271	0.0687795000267215	153.434948822922	0
278	20007	47	2	278	285.229732891908	-7.22973289190851	9.80292039333568	-6.22973289190853	279	0	14	1	16	0	1.37795349996304	0.548743999970611	328.392497753751	0
271	20007	47	2	271	280.33110484434	-9.33110484433968	-4.89862804756886	-1.33110484433967	279	0	15	1	16	0	1.40082989999792	0.38832149998052	183.81407483429	0
269	20007	47	2	269	274.899092453788	-5.89909245378771	-5.43201239055195	4.10090754621228	279	0	16	1	16	0	0.924354199960362	0.0611714000115171	86.6335393365702	0
279	20007	47	2	279	267.137594773888	11.8624052261117	-7.76149767989946	11.8624052261117	279	0	17	1	16	0	1.04552109999349	0.366426799970213	198.434948822922	0
284	20007	47	2	284	292.507388100941	-8.50738810094127	25.369793327053	-13.5073881009413	279	0	18	1	16	0	1.51050119998399	0.380693599989172	341.565051177078	0
287	20007	47	2	287	306.26996376559	-19.2699637655901	13.7625756646488	-27.2699637655901	279	0	19	0	16	0	1.52199370000744	0.343236599990632	132.709389957361	0
292	20007	47	2	292	283.495733280796	8.50426671920418	-22.7742304847943	-4.49573328079583	279	0	20	1	16	1	1.19464840000728	0.310585500032175	270	0
289	20007	47	2	289	295.501678539323	-6.50167853932307	12.0059452585272	-16.5016785393231	279	0	21	1	16	0	1.04959570005303	0.536247300042305	296.565051177078	0
284	20007	47	2	284	287.037767795626	-3.03776779562569	-8.46391074369737	-8.03776779562569	279	0	22	1	16	0	1.1385199999786	0.443867699999828	262.568592028827	0
266	20007	47	2	266	273.262033477397	-7.26203347739676	-13.7757343182289	5.73796652260325	279	0	23	1	16	0	1.28169950004667	0.453262600000016	249.443954780417	0
271	20007	47	2	271	253.641330233836	17.3586697661637	-19.6207032435604	25.3586697661637	279	0	24	0	16	0	1.07250249997014	0.110205499979202	266.820169880136	0
204	20007	47	2	204	277.711892412659	-73.7118924126589	24.0705621788226	-75.7118924126589	202	1	0	0	16	0	1.46120999997947	0.41494970000349	304.508522987668	0
203	20007	47	2	203	246.674649119024	-43.6746491190242	-31.0372432936347	-44.6746491190241	202	0	1	0	16	0	1.39586089999648	0.381321099994238	187.594643368591	0
209	20007	47	2	209	210.191622960958	-1.19162296095763	-36.4830261580665	-8.19162296095762	202	0	2	1	16	0	1.21556839998811	0.369892399990931	165.963756532074	0
230	20007	47	2	230	216.640026142948	13.3599738570519	6.44840318199048	-14.6400261429481	202	0	3	1	16	0	1.35148220002884	0.404620699991938	243.434948822922	0
60	20007	47	2	60	257.70141015592	162.29858984408	41.061384012972	168.29858984408	66	1	0	0	16	0	1.01408780005295	0.151295400050003	309.805571092265	0
73	20007	47	2	73	55.7458572295778	17.2541427704222	158.044447073658	10.2541427704222	66	0	1	0	16	0	1.43657980003627	0.456818100006785	78.6900675259798	0
72	20007	47	2	72	83.3605294811063	-11.3605294811063	27.6146722515285	-17.3605294811063	66	0	2	1	16	0	1.38514990004478	0.404992800031323	171.869897645844	0
49	20007	47	2	49	63.0563478608077	-14.0563478608077	-20.3041816202986	2.9436521391923	66	0	3	1	16	0	1.29398229997605	0.414195200020913	28.072486935853	0
61	20007	47	2	61	38.3386983602298	22.6613016397701	-24.7176495005779	27.6613016397702	66	0	4	0	16	0	1.38014720001956	0.584173700015526	18.434948822922	0
76	20007	47	2	76	65.1045324547311	10.8954675452689	26.7658340945013	0.895467545268894	66	0	5	1	16	0	1.39870620000875	0.519151499960572	139.398705354996	0
76	20007	47	2	76	73.7940013110057	2.20599868899428	8.68946885627462	-7.79400131100573	66	0	6	1	16	0	1.11621680000098	0.153317400021479	172.874983651098	0
78	20007	47	2	78	81.6167515190706	-3.61675151907065	7.82275020806492	10.3832484809294	92	1	0	1	16	0	0.819343099952675	0.106025699991733	64.2900462191888	0
108	20007	47	2	108	76.1671726461022	31.8328273538977	-5.4495788729684	15.8328273538978	92	0	1	0	16	0	1.23163629998453	0.485725999984425	20.5560452195834	0
84	20007	47	2	84	91.193489423982	-7.19348942398203	15.0263167778798	0.806510576017973	92	0	2	1	16	0	1.10821600002237	0.377543699985836	213.69006752598	0
78	20007	47	2	78	89.1406277563553	-11.1406277563553	-2.05286166762669	2.85937224364466	92	0	3	1	16	0	1.16432969999732	0.618405999965034	194.931417178138	0
107	20007	47	2	107	70.7099537808112	36.2900462191887	-18.4306739755441	21.2900462191888	92	0	4	0	16	0	1.3704265000415	0.624274800007697	194.036243467927	0
76	20007	47	2	76	119.521361834582	-43.5213618345817	48.8114080537704	-27.5213618345817	92	0	5	0	16	0	1.20951260003494	0.312521099986043	92.8624052261117	0
80	20007	47	2	80	114.02321579817	-34.0232157981698	-5.49814603641191	-22.0232157981697	92	0	6	0	16	0	1.62064209999517	0.407016900018789	22.9321004375898	0
135	20007	47	2	135	79.7212801958677	55.2787198041323	-34.301935602302	12.2787198041323	92	0	7	0	16	0	1.17997549998108	0.483428600011393	59.9314171781376	0
84	20007	47	2	84	132.709389957361	-48.7093899573615	52.9881097614937	-40.7093899573615	92	0	8	0	16	0	0.895163500041235	0.133059300016612	58.5704343851615	0
108	20007	47	2	108	92.1669146831866	15.8330853168134	-40.5424752741748	-0.166914683186645	92	0	9	0	16	1	1.15550829999847	0.337632399983704	37.4053566314086	0
96	20007	47	2	96	107.318938431515	-11.3189384315147	15.1520237483281	-15.3189384315147	92	0	10	1	16	0	1.49284740001895	0.497039500041865	183.81407483429	0
82	20007	47	2	82	92.6290818856387	-10.6290818856387	-14.6898565458761	-0.629081885638661	92	0	11	1	16	1	1.15297489997465	0.452498500002548	26.565051177078	0
